生物,261
美国,229
基因,115
细胞,101
DNA,91
威胁,82
治疗,80
基因编辑,70
系统,68
药物,62
病毒,60
疾病,60
疗法,60
CRISPR,50
中国,49
安全,46
患者,46
数据,45
识别,45
医疗,43
疫苗,43
癌症,42
大脑,41
小鼠,40
神经,40
分子,40
DARPA,39
胚胎,38
设备,38
资助,36
健康,36
防御,34
生物学,34
细菌,34
风险,32
基因组,31
干细胞,30
化学,30
高级,30
人体,29
卫生,28
信息,28
疫情,28
英国,28
工具,27
韩国,27
Cas9,27
生物安全,27
FDA,27
测序,26
预防,25
编辑,25
实验,25
功能,24
抗生素,24
日本,24
批准,24
感染,23
医学,23
肿瘤,23
病原体,22
耐药性,22
临床,22
提出,22
微生物,22
特定,22
体内,22
芯片,21
生化,21
启动,21
首个,21
国土安全部,21
传染病,21
机器人,20
生物武器,20
NIH,19
潜在,19
部门,19
再生,19
RNA,19
试验,19
更好,19
计划局,19
国防,19
活动,19
俄罗斯,19
寨,19
卡,19
免疫,19
转基因,19
预测,18
科学院,18
大规模,18
工程,18
确定,18
纳米,18
食品,18
表达,18
促进,18
移植,18
造成,17
政策,17
监测,17
模型,17
突变,17
服务,17
现有,17
如何,17
一系列,17
生物医学,17
心脏,17
预算,17
国防部,17
猪,17
iPS,17
流行,16
存在,16
流感,16
带来,16
出现,16
序列,16
共同,16
没有,16
炭疽,16
手术,16
信号,16
意义,16
发育,16
严重,15
死亡,15
表明,15
重点,15
人工,15
神经元,15
模拟,15
有关,15
安全性,15
公共卫生,15
类型,15
培育出,15
计算机,15
重大,14
对于,14
恐怖主义,14
名,14
家,14
复杂,14
微型,14
材料,14
蛋白,14
管理局,14
美国国防部,14
培训,14
CAR,14
监管,14
由于,13
动物,13
经济,13
保护,13
恢复,13
中科院,13
生命,13
能源,13
种,13
记录,13
复制,13
部分,13
引起,13
关注,13
任何,13
博拉,13
器官,13
存储,13
框架,12
平台,12
发挥,12
实施,12
地区,12
推进,12
植入,12
策略,12
机制,12
致命,12
生长,12
显示,12
一,12
武器,12
非,12
新兴,12
虹膜,12
传感器,12
制药,12
医生,12
接口,12
图谱,12
需,12
埃,12
HIV,12
脑机,12
IARPA,12
国立,11
传播,11
性,11
美国政府,11
多个,11
对抗,11
基因组编辑,11
记忆,11
甚至,11
诊断,11
抑制,11
准备,11
会议,11
办公室,11
讨论,11
欧盟,11
人造,11
局,11
对策,11
最终,11
危险,11
遗传,11
活性,11
算法,11
临床试验,11
生物科技,11
削减,11
指纹,11
服务部,10
结果,10
发生,10
取得,10
正常,10
揭示,10
构建,10
药品监督管理局,10
只,10
广泛,10
杆菌,10
目的,10
效果,10
受,10
仍,10
更加,10
寻求,10
生化武器,10
刺激,10
防护,10
为期,10
精准,10
小,10
损伤,10
早期,10
医药,10
骨骼,10
一步,10
一是,10
DTRA,10
公众,9
一部分,9
制剂,9
获批,9
DHS,9
反,9
证明,9
潜力,9
防止,9
说,9
整合,9
生命科学,9
反应,9
碱基,9
召开,9
如果,9
采集,9
BARDA,9
军事,9
建议,9
基地,9
美国防部,9
人脑,9
网络,9
人口,9
获取,9
面临,9
特朗普,9
美国防,9
毒素,9
获,9
超级,9
多种,9
编码,9
基金会,9
扩散,9
医学院,9
优先,9
操作,9
经费,9
战略情报,9
诱导,9
应,9
防控,9
二是,9
值得,9
纤维,9
3D打印,9
DoD,9
指导,8
审查,8
一旦,8
全面,8
印度,8
着,8
100,8
据序,8
 ,8
组,8
行为,8
哈佛大学,8
新技术,8
与此同时,8
程度,8
商业化,8
学院,8
响应,8
效应,8
公约,8
进展,8
麻省理工,8
警告,8
创建,8
科研,8
类,8
核,8
CBRN,8
两种,8
植物,8
伦理,8
进而,8
借助,8
样本,8
物质,8
博德,8
两个,8
食品药品,8
抗体,8
订单,8
弗朗西斯,8
识别系统,8
创造,8
动态,8
军队,8
阻止,8
菌,8
回路,8
基因测序,8
病例,8
活,8
药品,8
HHS,7
联邦,7
意识,7
以上,7
培养,7
暴发,7
电路,7
立,7
成,7
上市,7
智能,7
人工智能,7
继续,7
癌细胞,7
杀伤性,7
脱靶,7
非常,7
一次,7
净化,7
毒剂,7
多能,7
合作开发,7
资源,7
社会,7
便,7
大肠杆菌,7
关闭,7
挑战,7
不仅,7
朝鲜,7
陆军,7
全,7
作战,7
关系,7
空军,7
状态,7
探讨,7
科学研究,7
加州,7
大小,7
种植,7
皮肤,7
首先,7
受损,7
州立大学,7
产业,7
使用者,7
病菌,7
了解,7
造血,7
关于,6
2014,6
巨大,6
AMR,6
整个,6
法律,6
体系,6
全部,6
提交,6
除了,6
标准,6
双,6
德克萨斯,6
成分,6
理解,6
计算,6
准确,6
血液,6
用户,6
土壤,6
例,6
差异,6
有效性,6
靶向,6
个体,6
意味着,6
之前,6
介绍,6
验证,6
美元,6
荧光,6
社发,6
完善,6
此类,6
限制,6
欧洲,6
寻找,6
中枢神经,6
插入,6
完整,6
因,6
大鼠,6
相应,6
数字,6
高达,6
突触,6
实时,6
区域,6
GAO,6
举办,6
负责人,6
NBACC,6
远程,6
公共,6
美国加州大学,6
岁,6
疗效,6
首例,6
俄,6
强化,6
科学技术,6
各,6
智能手机,6
供,6
公开,6
运输,6
恐怖,6
流行性,6
40%,6
酶,6
同样,6
当,6
精确,6
截至,6
颗粒,6
稳定,6
基因突变,6
需求,6
变异,6
NASA,6
人们,6
缺陷,6
自动化,6
原则,6
3D,6
财年,6
机器学习,6
因素,6
不能,6
瘤,6
读取,6
运动,6
美国陆军,6
开启,6
流程,6
法医,6
沙林,6
释放,6
该项,6
医院,6
特征,6
北卡罗来纳州,6
动作,6
控制中心,6
暂停,5
SARS,5
全世界,5
不断,5
分为,5
主题,5
德国,5
新加坡,5
申请,5
巴西,5
演习,5
霍乱,5
单一,5
剂量,5
活体,5
通讯,5
单链,5
成人,5
显微镜,5
AI,5
训练,5
神经网络,5
近,5
％,5
一些,5
污染,5
避免,5
处于,5
综合,5
清除,5
禽流感,5
安全局,5
引发,5
应急,5
通信,5
防范,5
随着,5
血友病,5
肝脏,5
生成,5
再,5
注射,5
美国哥伦比亚大学,5
尝试,5
经过,5
跟踪,5
宿主,5
只有,5
爆发,5
接触,5
已有,5
协调,5
筛选,5
很,5
约翰霍普金斯,5
片段,5
相同,5
大数据,5
脑电波,5
采取,5
位点,5
则,5
变化,5
无法,5
漏洞,5
情报,5
总统,5
一名,5
遗传疾病,5
有限,5
医科大学,5
BTO,5
病人,5
APP,5
发出,5
军方,5
脑科学,5
毫米,5
体细胞,5
建成,5
更新,5
不会,5
概念,5
找到,5
特别,5
Kite,5
致力于,5
大豆,5
手段,5
欧元,5
各类,5
核苷酸,5
修饰,5
PCR,5
功能性,5
诺华,5
捐献者,5
空间站,5
受到,5
解决方案,5
输入,5
国防部长,5
之,5
血小板,5
机器,5
现场,5
商业,5
番茄,5
靶点,5
土拉,5
保留,5
而是,5
用以,5
窃取,5
全国,5
噬菌体,5
治愈,5
耐药,5
具体,5
医疗机构,5
视网膜,5
脊髓,5
自动,5
恶性,5
完全,5
里程碑,5
恐怖分子,5
机能,5
达成,5
成员国,5
抗,5
卫生安全,5
转移,5
原因,5
高度,5
士兵,5
有机体,5
袭击,5
三是,5
消除,5
亚洲,5
美军,5
银行,5
突破性,5
原理,5
异体,5
模式,5
试剂,5
P4,5
电池,5
分别,5
探针,5
导管,5
死亡率,5
特异性,5
呼吸,4
综合征,4
重新,4
涉及,4
各国,4
新闻,4
胎盘,4
至关重要,4
儿童,4
美国哈佛大学,4
遗传性,4
遗传病,4
中国科学院,4
理论,4
一批,4
想象,4
药,4
运用,4
视觉,4
数据分析,4
分类,4
准确度,4
农药,4
抗药性,4
消灭,4
美国众议院,4
拟,4
美国科学院,4
院刊,4
强调,4
安全隐患,4
凝血因子,4
期,4
接受,4
进程,4
呼吁,4
尚未,4
评论,4
身份,4
方向,4
关联,4
开辟,4
再次,4
低成本,4
蚊子,4
强制,4
国立大学,4
其它,4
生物工程,4
同源,4
环状,4
20%,4
长,4
肌肉,4
贴片,4
血管,4
法国,4
物理,4
绘制,4
观察,4
认知,4
激活,4
开发新,4
保证,4
供应,4
积极,4
加速,4
修改,4
改进,4
授权,4
改造,4
举行,4
担任,4
部长,4
过,4
注入,4
三个,4
阶段,4
移植手术,4
公告,4
思维,4
必须,4
们,4
首款,4
胶囊,4
织物,4
毒气,4
有机,4
紧急,4
唯一,4
单个,4
资料,4
国土,4
拥有,4
致病,4
病毒性,4
仅,4
一直,4
核心,4
重要性,4
无需,4
单,4
新思路,4
使得,4
年内,4
联合开发,4
新药,4
非洲,4
优势,4
数月,4
签订,4
总额,4
位置,4
曾,4
最后,4
生物战剂,4
收购,4
叠氮,4
链,4
各种,4
辉瑞,4
构成,4
黄热病,4
谷歌,4
斯坦福大学,4
海军,4
机械,4
工业,4
套索,4
身上,4
ECBC,4
滥用,4
详细,4
信息学,4
作物,4
适用,4
理工大学,4
移动,4
个性化,4
行业,4
志愿者,4
阻断,4
草案,4
长相,4
新一代,4
层面,4
扫描,4
糖尿病,4
美国斯坦福大学,4
筛查,4
鉴定,4
入侵,4
瑞士,4
体,4
抗癌,4
声音,4
供体,4
代码,4
通用型,4
动物模型,4
相容性,4
思路,4
证实,4
追踪,4
又,4
标志,4
解毒剂,4
然而,4
抵抗,4
登革热,4
蚊媒,4
蚊,4
NESD,4
耐受,4
协同,4
有利于,4
每年,4
独立,4
MPS,4
路线图,4
相似,4
欺骗,4
实验鼠,4
部位,4
IBM,4
相当于,4
自主,4
GlobalBiodefense6,4
咨询,4
战斗人员,4
军事医学,4
即,4
第一,4
蜻蜓,4
危害,4
区分,4
病,4
骨髓,4
价格,4
强生,4
遗传学,4
极,4
放射性,4
判断,4
iPSCs,4
叙利亚,4
美陆军,4
可食用,4
致命性,4
CDC,4
符合,4
打印,4
终端,4
清单,4
青蒿素,4
MIT,4
失明,4
H7N9,4
嵌合体,4
HCC,4
肠系膜,4
致病性,3
这类,3
利益,3
战剂,3
体外,3
蔓延,3
要,3
伙伴关系,3
一体化,3
太平洋,3
西北,3
形式,3
当前,3
覆盖,3
除,3
外,3
分离,3
调整,3
技术创新,3
默克,3
专利申请,3
涵盖,3
真核细胞,3
以色列,3
恐怖袭击,3
方案,3
遭到,3
当地,3
运送,3
失活,3
马里兰大学,3
口服,3
上海,3
我们,3
起源,3
中将,3
亚利桑那州,3
术,3
自我,3
助力,3
25000,3
学会,3
结果表明,3
自己,3
水稻,3
THOR,3
细胞系,3
荷兰,3
IX,3
因子,3
症状,3
定期,3
本次,3
加入,3
尽快,3
网上,3
纽约,3
仪,3
在线,3
交叉,3
1000,3
纠缠,3
绿色,3
彼此,3
采样,3
天然,3
迅速,3
TangenDx,3
金额,3
进一步提高,3
驱动,3
疟疾,3
担心,3
考虑,3
严格,3
很快,3
生物战,3
含有,3
剂型,3
乙酰胆碱,3
机遇,3
代表,3
农业,3
供者,3
最佳,3
臂,3
长度,3
助理,3
化,3
后续,3
面积,3
厚度,3
相互,3
连接,3
放射,3
核威胁,3
实际,3
更高,3
粮食安全,3
另,3
由此,3
消化道,3
人脸,3
尽管,3
现在,3
匹配,3
概述,3
监控,3
亚历克斯,3
阿扎,3
医疗保健,3
旧金山,3
一般,3
培养皿,3
主流,3
表现,3
信,3
力量,3
行动,3
美英,3
三国,3
进步,3
掌握,3
金属,3
已知,3
分辨率,3
每,3
极大,3
脑细胞,3
内部,3
神经系统,3
金仲路,3
肯尼迪,3
指责,3
在此期间,3
本部,3
防毒面具,3
种族,3
上述,3
整体,3
紧急情况,3
联盟,3
调控,3
2010,3
流行病,3
专业知识,3
输送到,3
精神,3
年度,3
联邦政府,3
教授,3
优于,3
显著,3
梅斯,3
医学网,3
蛋白质,3
胎儿,3
纤维细胞,3
克隆,3
母猪,3
怀孕,3
培育,3
数量,3
加拿大,3
tDCS,3
学习,3
触发,3
身体,3
启动子,3
才,3
周围,3
初期,3
病疫苗,3
激发,3
冻干,3
国外,3
液体,3
甲肝,3
600,3
感染者,3
至少,3
难以,3
Elusys,3
首批,3
储备,3
抗原,3
敏感,3
外该,3
大幅提高,3
合作项目,3
种子,3
scape,3
鼠疫,3
氏菌,3
俄勒冈,3
纠正,3
以往,3
拜耳公司,3
拜耳,3
孟山都,3
自身,3
立即,3
院士,3
最高,3
化学修饰,3
引入,3
聚合酶,3
扩增,3
因此,3
合作伙伴,3
实体,3
太空,3
搜索,3
聚焦,3
蚊虫,3
莱斯,3
独特,3
只能,3
依赖,3
形状,3
暴露,3
肽,3
维持,3
基斯,3
林,3
密码,3
灵长类,3
改善,3
广阔,3
用途,3
结果显示,3
虽然,3
脑,3
农作物,3
产量,3
小麦,3
靶标,3
哈佛,3
列为,3
减轻,3
肺癌,3
切除,3
复发,3
真实,3
规模,3
第,3
软件,3
急性,3
白血病,3
后期,3
抑制剂,3
日本京都大学,3
分化,3
美国白宫,3
事项,3
危机,3
征询,3
书,3
机体,3
身份验证,3
随后,3
电脑,3
之后,3
均,3
发病,3
机理,3
回忆,3
密歇根,3
胶质,3
母细胞,3
患有,3
恶意软件,3
PERV,3
强烈,3
表面,3
光,3
三,3
生命体,3
引导,3
逻辑,3
大幅,3
里程碑式,3
巨型,3
泡,3
相互作用,3
激光,3
既,3
外骨骼,3
一定,3
拨款,3
误用,3
GSK,3
化合物,3
Illumina,3
基因组学,3
VX,3
深入研究,3
研讨会,3
雄,3
开放,3
基质,3
美国加利福尼亚大学,3
脑损伤,3
万个,3
级别,3
世界卫生组织,3
高通量,3
生物体,3
部,3
协会,3
可行性,3
常见,3
克服,3
途径,3
运作,3
卫生部,3
面部,3
障碍,3
医学期刊,3
异常,3
灵敏度,3
半,3
流感疫苗,3
突发,3
ERDC,3
共同开发,3
NSF,3
巴特尔,3
纪念,3
事务部,3
联系,3
仪器,3
1100,3
万古霉素,3
该药,3
DragonflEye,3
飞行,3
条,3
瘫痪,3
脑炎,3
澳大利亚,3
+,3
情绪,3
解读,3
紊乱,3
科罗拉多,3
远,3
血糖,3
LED,3
多家,3
粮食,3
地平线,3
监督,3
生殖细胞,3
油菜,3
消防,3
标准化,3
BroadInstitute,3
外科手术,3
TSG,3
特点,3
DeepMind,3
署,3
教育,3
洛桑,3
驱动器,3
病毒感染,3
领导,3
Cellectis,3
染色体,3
过敏,3
NIAID,3
新材料,3
疟原虫,3
水凝胶,3
领导人,3
加大,3
传输,3
老鼠,3
亿英镑,3
Emergent,3
各自,3
程序,3
Emflaza,3
DMD,3
OBIM,3
MRSA,3
假肢,3
奶牛,3
生物医药,3
入境,3
意见,3
人猪,3
碳,3
脑组织,3
项,3
黑色素瘤,3
Ionis,3
流通,3
解析,3
统计,3
融资,3
取消,2
高危,2
获得性,2
争议,2
中东,2
期间,2
生物化学,2
成熟,2
新版,2
最新,2
可视化,2
展现,2
央视,2
基因组研究,2
人群,2
选择,2
500,2
细胞培养,2
胚层,2
增殖,2
条件,2
之外,2
侵入,2
反对,2
贝多芬,2
Tmc1,2
使该,2
丧失,2
也门,2
疑似,2
人数,2
民众,2
燃料,2
免疫学,2
昆明,2
泛化,2
现象,2
环路,2
提取,2
单位,2
竞争力,2
竞争,2
跑,2
组分,2
核酸,2
某种,2
折纸,2
折叠,2
眼疾,2
图像,2
100000,2
张,2
虚拟,2
货币,2
第一季度,2
分享,2
广谱性,2
生物农药,2
原料,2
大部分,2
领先地位,2
意大利,2
南非,2
H5,2
卫生组织,2
H5N8,2
禽类,2
扑杀,2
CWMD,2
核武器,2
无人机,2
刊文,2
后果,2
走向,2
SPK,2
9001,2
缺乏,2
平均,2
出血,2
禁止,2
审议,2
视频,2
廉价,2
仅为,2
灾难,2
受害者,2
标记,2
美国西北大学,2
量子,2
光子,2
展示,2
武汉,2
带有,2
冠状病毒,2
重组,2
组合,2
野生动物,2
s,2
签订合同,2
诊断检测,2
联合国,2
多样性,2
ISIS,2
伦敦,2
莫斯科,2
可降解,2
石油,2
污染物,2
东莨菪碱,2
英国剑桥大学,2
生存,2
阐述,2
总结,2
集中,2
规则,2
研究员,2
～,2
成功率,2
美国杜克大学,2
心脏病,2
肌肉组织,2
存活,2
研究组,2
准确率,2
链接,2
